商品id,一级品类,二级品类,商品标题,商品价格,省份,商品销量,店铺名称,店铺标签,先用后付,退货宝,风格,面料,版型,适用季节
\t474200947324,宠物用品,用品,春季用品宽松正品,72.68,云南,500+人付款,滇品质宠物店,回头客10万,,,时尚风,,,夏季
\t750500769598,图书音像,小说,小说官方正品,284.62,福建,500+人付款,闽优品图书店专卖店,回头客1万,先用后付,退货宝,,,,
\t349728151983,美妆护肤,美发,美发官方正品,559.75,重庆,5万+人付款,品质美妆店,回头客5万,,,,,,
\t319473399223,医药健康,医疗器械,医疗器械2025新款,226.77,广东,20万+人付款,时尚医药店旗舰店,,,,,,,
\t556849283472,宠物用品,护理,春季护理宽松热销,94.4,黑龙江,5000+人付款,黑时尚宠物店,皇冠店铺,先用后付,,,,,秋季
\t734262000705,美妆护肤,身体护理,身体护理2025新款,749.26,江苏,500+人付款,苏时尚美妆店,回头客10万,先用后付,,,,,
\t398657086128,服饰鞋包,箱包,夏季箱包百搭2025新款,1273.3,上海,2000+人付款,优品服饰店,5年老店,,,通勤风,,,春秋季
\t985567900774,数码家电,手机,手机官方正品办公,5130.09,湖南,1000+人付款,品质数码店,正品保障,,,,,,
\t923238819106,家居生活,家纺,家纺2025新款家用,1670.35,广西,2000+人付款,时尚家居店,回头客3千,先用后付,,,,,
\t678784996019,美妆护肤,彩妆,彩妆高品质,521.45,河南,1000+人付款,品质美妆店旗舰店,皇冠店铺,,,,,,
\t586265730043,宠物用品,服饰,冬季服饰宽松2025新款,111.69,北京,500+人付款,京时尚宠物店,8年老店,,,时尚风,,,冬季
\t832192499354,农资园艺,农具,农具官方正品,540.88,湖南,5万+人付款,品质农资店,5年老店,先用后付,,,,,
\t149742542192,母婴用品,奶粉,夏季奶粉宽松正品,462.23,河北,500+人付款,品质母婴店,,,退货宝,,纯棉,,冬季
\t680397395372,母婴用品,玩具,秋季玩具修身正品,122.57,江苏,100+人付款,诚信母婴店,金牌卖家,,,时尚风,,,夏季
\t170396004765,钟表珠宝,戒指,戒指高品质,2908.22,天津,2000+人付款,优品钟表店旗舰店,皇冠店铺,先用后付,,,,,
\t979726080154,玩具乐器,乐器,乐器高品质,854.21,福建,1000+人付款,诚信玩具店旗舰店,,,,,,,
\t644899524777,医药健康,计生用品,计生用品2025新款,736.11,四川,1000+人付款,品质医药店专卖店,回头客5万,,,,,,
\t462392828941,数码家电,相机,相机高品质家用,3244.34,湖南,5万+人付款,时尚数码店,,先用后付,,,,,
\t409614947599,礼品鲜花,礼盒,礼盒官方正品,193.65,四川,2000+人付款,优品礼品店专卖店,金牌卖家,先用后付,,,,,
\t719430872956,数码家电,耳机,耳机2025新款户外,5976.04,安徽,5000+人付款,诚信数码店,回头客10万,,,,,,
\t498238387567,家居生活,厨具,厨具官方正品办公,703.42,福建,500+人付款,诚信家居店,极速发货,,,,,,
\t109310634982,钟表珠宝,耳环,耳环官方正品,2176.55,吉林,2000+人付款,诚信钟表店专卖店,极速发货,,,,,,
\t117147259073,玩具乐器,模型,模型高品质,2183.32,北京,200+人付款,时尚玩具店,回头客5万,,,,,,
\t142052212483,母婴用品,奶粉,春季奶粉宽松热销,286.01,重庆,5000+人付款,品质母婴店旗舰店,极速发货,,,休闲风,,,春秋季
\t782761851774,宠物用品,食品,春季食品百搭热销,238.64,北京,2000+人付款,京时尚宠物店,,先用后付,,时尚风,,,冬季
\t710320782422,农资园艺,肥料,肥料高品质,760.04,河南,1000+人付款,诚信农资店,回头客10万,,,,,,
\t912094303018,数码家电,电脑,电脑2025新款户外,1697.83,重庆,5000+人付款,诚信数码店,皇冠店铺,,,,,,
\t588136946791,美妆护肤,美发,美发高品质,559.26,四川,500+人付款,品质美妆店旗舰店,皇冠店铺,,,,,,
\t132621267541,礼品鲜花,永生花,永生花2025新款,1672.36,黑龙江,2000+人付款,时尚礼品店,回头客3千,,,,,,
\t774654087578,医药健康,计生用品,计生用品高品质,507.69,香港,100+人付款,优品医药店,正品保障,,,,,,
\t443317395144,宠物用品,用品,夏季用品宽松热销,209.41,山西,5000+人付款,优品宠物店旗舰店,,,,,,,
\t187623723701,家居生活,收纳,收纳官方正品户外,1187.09,四川,5000+人付款,品质家居店,回头客3千,,,,,,
\t930486038016,运动户外,户外装备,夏季户外装备宽松2025新款,161.84,黑龙江,5000+人付款,黑诚信运动店专卖店,5年老店,,,时尚风,,标准型,夏季
\t285301786217,礼品鲜花,礼品,礼品2025新款,694.32,湖北,5000+人付款,时尚礼品店旗舰店,5年老店,,,,,,
\t624112620463,礼品鲜花,礼品,礼品官方正品,1479.66,黑龙江,200+人付款,优品礼品店,,,,,,,
\t245561497578,汽车用品,装饰,装饰官方正品,180.5,山西,500+人付款,时尚汽车店专卖店,皇冠店铺,,,,,,
\t638941490104,农资园艺,农具,农具官方正品,771.59,贵州,1000+人付款,诚信农资店,5年老店,,,,,,
\t133512094929,运动户外,户外装备,夏季户外装备百搭正品,121.74,天津,1000+人付款,津时尚运动店专卖店,,先用后付,退货宝,时尚风,,宽松型,秋季
\t247355049828,家居生活,装饰,装饰高品质办公,1323.13,浙江,1万+人付款,浙诚信家居店专卖店,回头客10万,,,,,,
\t347312028526,宠物用品,食品,食品百搭正品,142.92,北京,500+人付款,京优品宠物店专卖店,皇冠店铺,先用后付,,通勤风,,,夏季
\t393234342804,母婴用品,纸尿裤,秋季纸尿裤百搭热销,1230.45,北京,2000+人付款,品质母婴店,回头客10万,,,通勤风,,,秋季
\t580855461138,医药健康,医疗器械,医疗器械2025新款,461.56,山东,2万+人付款,优品医药店专卖店,回头客5万,先用后付,,,,,
\t207777591704,医药健康,保健品,保健品高品质,1590.49,湖北,2万+人付款,鄂诚信医药店专卖店,,,,,,,
\t838914278516,运动户外,户外装备,春季户外装备百搭正品,1380.2,上海,5000+人付款,优品运动店专卖店,正品保障,,,休闲风,,标准型,夏季
\t345197785913,医药健康,计生用品,计生用品官方正品,1255.73,上海,5000+人付款,沪品质医药店专卖店,,,,,,,
\t317913704065,农资园艺,花卉,花卉2025新款,526.03,贵州,500+人付款,黔品质农资店,皇冠店铺,,,,,,
\t740423084531,母婴用品,玩具,秋季玩具宽松正品,383.2,广东,500+人付款,优品母婴店,回头客3千,先用后付,,通勤风,,,
\t383197331763,服饰鞋包,箱包,箱包修身热销,936.85,河南,1万+人付款,优品服饰店,回头客10万,,,,,标准型,春秋季
\t433440340337,美妆护肤,身体护理,身体护理官方正品,147.33,江苏,1万+人付款,苏诚信美妆店专卖店,回头客10万,,,,,,
\t808700864970,运动户外,健身器材,冬季健身器材宽松2025新款,237.25,湖南,2000+人付款,湘诚信运动店,金牌卖家,,退货宝,通勤风,,,秋季
\t809533561917,图书音像,社科,社科官方正品,24.79,湖北,1万+人付款,优品图书店,正品保障,,,,,,
\t137589975554,宠物用品,用品,夏季用品修身热销,212.26,广东,2000+人付款,粤品质宠物店,回头客10万,,,,,,春秋季
\t971269099280,玩具乐器,儿童玩具,儿童玩具官方正品,1402.06,上海,1000+人付款,时尚玩具店专卖店,回头客5万,先用后付,,,,,
\t671695070334,玩具乐器,儿童玩具,儿童玩具官方正品,1098.64,天津,200+人付款,时尚玩具店,正品保障,,,,,,
\t330253953171,母婴用品,纸尿裤,春季纸尿裤百搭热销,1068.56,天津,1000+人付款,品质母婴店专卖店,极速发货,,退货宝,通勤风,丝光棉,,
\t605584383051,玩具乐器,益智玩具,益智玩具高品质,666.62,广西,200+人付款,桂诚信玩具店,5年老店,,,,,,
\t237615087558,图书音像,少儿,少儿官方正品,90.17,甘肃,2000+人付款,品质图书店专卖店,极速发货,,,,,,
\t578124602723,宠物用品,护理,护理百搭2025新款,376.55,安徽,5000+人付款,诚信宠物店,8年老店,,,时尚风,,,夏季
\t994828733731,汽车用品,保养,保养高品质,435.21,浙江,500+人付款,浙品质汽车店旗舰店,回头客10万,,,,,,
\t415506036100,玩具乐器,模型,模型官方正品,2279.68,辽宁,500+人付款,诚信玩具店旗舰店,,先用后付,,,,,
\t626088571797,美妆护肤,身体护理,身体护理高品质,128.61,山西,1000+人付款,品质美妆店专卖店,,,,,,,
\t844801555322,运动户外,户外装备,户外装备宽松正品,167.83,重庆,5万+人付款,渝品质运动店,5年老店,,,时尚风,,修身型,冬季
\t196337062964,汽车用品,电子,电子官方正品,683.04,河北,200+人付款,品质汽车店,回头客1万,,,,,,
\t893742498706,汽车用品,电子,电子2025新款,1146.21,广西,200+人付款,桂优品汽车店,,先用后付,,,,,
\t341109811597,农资园艺,花卉,花卉2025新款,14.9,江苏,2万+人付款,苏优品农资店,回头客1万,,,,,,
\t483625640137,数码家电,电脑,电脑2025新款户外,2204.45,江苏,1000+人付款,苏品质数码店专卖店,回头客3千,,,,,,
\t314342256427,礼品鲜花,鲜花,鲜花2025新款,1570.93,陕西,200+人付款,时尚礼品店,金牌卖家,,,,,,
\t252125646574,汽车用品,安全,安全高品质,166.83,贵州,500+人付款,黔品质汽车店,皇冠店铺,,,,,,
\t239617503874,医药健康,计生用品,计生用品2025新款,279.33,湖北,1万+人付款,鄂品质医药店专卖店,极速发货,,,,,,
\t430911253854,汽车用品,电子,电子官方正品,222.36,浙江,1000+人付款,诚信汽车店专卖店,8年老店,,,,,,
\t773567639678,家居生活,收纳,收纳高品质户外,2123.42,北京,500+人付款,品质家居店旗舰店,,,,,,,
\t234143086144,汽车用品,电子,电子高品质,195.24,辽宁,5000+人付款,诚信汽车店专卖店,回头客1万,,,,,,
\t670929787107,钟表珠宝,耳环,耳环高品质,3215.57,内蒙古,2万+人付款,优品钟表店,5年老店,,,,,,
\t525327119542,服饰鞋包,配饰,配饰百搭正品,975,广东,200+人付款,时尚服饰店,金牌卖家,,,,聚酯纤维,,春秋季
\t506791879664,家居生活,家纺,家纺2025新款办公,585.47,广东,2万+人付款,诚信家居店,皇冠店铺,,,,,,
\t147116509082,母婴用品,辅食,冬季辅食修身正品,108.2,贵州,500+人付款,优品母婴店,,,,,纯棉,,秋季
\t855988028469,农资园艺,肥料,肥料高品质,501.39,香港,1万+人付款,港时尚农资店专卖店,回头客3千,,,,,,
\t301231536652,美妆护肤,彩妆,彩妆官方正品,343.06,新疆,2000+人付款,时尚美妆店专卖店,8年老店,,,,,,
\t755037447951,家居生活,家纺,家纺2025新款家用,2476.34,河南,500+人付款,诚信家居店专卖店,回头客1万,,,,,,
\t385299898085,宠物用品,服饰,服饰修身正品,103.77,新疆,5000+人付款,诚信宠物店,回头客3千,,,,,,夏季
\t261492802087,农资园艺,农具,农具2025新款,622.23,福建,500+人付款,品质农资店,皇冠店铺,,,,,,
\t785166208500,服饰鞋包,箱包,箱包修身2025新款,870.36,四川,1000+人付款,优品服饰店专卖店,,,退货宝,通勤风,纯棉,,夏季
\t314351936937,食品生鲜,零食,零食官方正品,465.87,浙江,500+人付款,诚信食品店,皇冠店铺,,,,,,
\t680600354208,数码家电,家电,家电官方正品家用,832.02,江西,1000+人付款,诚信数码店,正品保障,,,,,,
\t721098570416,礼品鲜花,礼盒,礼盒2025新款,1978.94,河北,500+人付款,优品礼品店,回头客5万,,退货宝,,,,
\t323694561464,运动户外,运动服,冬季运动服宽松2025新款,845.22,广东,500+人付款,时尚运动店,皇冠店铺,先用后付,,,,标准型,秋季
\t886684241212,母婴用品,玩具,春季玩具宽松2025新款,1028.69,河南,2万+人付款,豫优品母婴店,极速发货,先用后付,,,羊毛,,春秋季
\t766421541772,农资园艺,花卉,花卉2025新款,121.25,天津,200+人付款,品质农资店,回头客1万,先用后付,,,,,
\t841259290252,服饰鞋包,鞋靴,夏季鞋靴百搭热销,1112.64,江苏,500+人付款,苏品质服饰店旗舰店,,,,通勤风,,,夏季
\t922597588481,汽车用品,清洁,清洁高品质,969.04,广东,2万+人付款,品质汽车店旗舰店,回头客3千,,,,,,
\t920479433060,运动户外,户外装备,夏季户外装备修身热销,682.69,甘肃,200+人付款,品质运动店,,先用后付,,时尚风,,修身型,秋季
\t399995271571,数码家电,电脑,电脑高品质户外,845.68,辽宁,1万+人付款,优品数码店旗舰店,回头客10万,先用后付,,,,,
\t568165087019,玩具乐器,手办,手办2025新款,2183.79,上海,2000+人付款,优品玩具店旗舰店,回头客3千,,退货宝,,,,
\t344343415647,美妆护肤,面部护理,面部护理高品质,441.06,四川,100+人付款,川时尚美妆店专卖店,回头客3千,,,,,,
\t781016519419,农资园艺,盆栽,盆栽官方正品,253.77,青海,100万+人付款,优品农资店专卖店,,,,,,,
\t308979408324,钟表珠宝,戒指,戒指官方正品,3074.45,浙江,1万+人付款,时尚钟表店旗舰店,,,,,,,
\t438292620979,宠物用品,服饰,春季服饰修身热销,381.63,江苏,200+人付款,苏诚信宠物店,,,,休闲风,,,
\t481613611376,玩具乐器,模型,模型官方正品,1088.31,江苏,200+人付款,品质玩具店专卖店,金牌卖家,先用后付,,,,,
\t962622428499,农资园艺,盆栽,盆栽高品质,227.96,重庆,1000+人付款,品质农资店专卖店,回头客5万,,,,,,
\t422572435991,数码家电,手机,手机高品质户外,304.94,黑龙江,5000+人付款,品质数码店专卖店,回头客10万,,,,,,
\t285603218248,宠物用品,护理,冬季护理修身正品,381.01,湖北,5000+人付款,时尚宠物店旗舰店,极速发货,,,休闲风,,,
\t447765921370,服饰鞋包,配饰,夏季配饰百搭热销,549.37,福建,100+人付款,时尚服饰店专卖店,回头客10万,,,,羊毛,修身型,春秋季
\t988671370462,服饰鞋包,箱包,箱包修身热销,1295.41,安徽,500+人付款,皖优品服饰店专卖店,回头客10万,,,休闲风,丝光棉,修身型,夏季
\t336714314024,家居生活,收纳,收纳2025新款家用,1378.07,陕西,2000+人付款,优品家居店旗舰店,回头客1万,,,,,,
\t642383118465,钟表珠宝,项链,项链2025新款,2574.88,辽宁,10万+人付款,优品钟表店旗舰店,5年老店,先用后付,,,,,
\t420628408886,玩具乐器,儿童玩具,儿童玩具2025新款,65.69,北京,200+人付款,京时尚玩具店,皇冠店铺,,,,,,
\t661199622874,美妆护肤,面部护理,面部护理2025新款,534.92,浙江,5万+人付款,优品美妆店专卖店,皇冠店铺,,,,,,
\t613239797949,数码家电,耳机,耳机2025新款办公,1313.78,江苏,500+人付款,优品数码店,正品保障,,,,,,
\t743768527210,母婴用品,纸尿裤,春季纸尿裤修身正品,942.48,台湾,500+人付款,时尚母婴店旗舰店,5年老店,先用后付,,,,,春秋季
\t798874533079,礼品鲜花,礼品,礼品高品质,197.78,吉林,2000+人付款,吉时尚礼品店,回头客1万,,,,,,
\t162676614361,食品生鲜,海鲜,海鲜高品质,387.58,安徽,2000+人付款,品质食品店,回头客1万,,,,,,
\t497187151610,运动户外,运动服,冬季运动服宽松正品,443.57,海南,100+人付款,琼优品运动店专卖店,,,,,,,春秋季
\t191369902516,食品生鲜,肉类,肉类官方正品,218.83,陕西,500+人付款,时尚食品店,极速发货,,,,,,
\t841654279441,农资园艺,盆栽,盆栽官方正品,499.51,广西,1000+人付款,桂品质农资店旗舰店,正品保障,,,,,,
\t890050761029,农资园艺,种子,种子官方正品,83.23,广东,1000+人付款,诚信农资店旗舰店,极速发货,,,,,,
\t294057943270,农资园艺,种子,种子官方正品,171.04,河南,5000+人付款,豫时尚农资店专卖店,回头客10万,,,,,,
\t642303387805,母婴用品,童装,秋季童装百搭2025新款,898.95,甘肃,500+人付款,诚信母婴店旗舰店,金牌卖家,,,时尚风,聚酯纤维,,秋季
\t981753851681,母婴用品,辅食,冬季辅食宽松正品,128.13,福建,100+人付款,品质母婴店旗舰店,,,,休闲风,莫代尔,,
\t118681323651,美妆护肤,彩妆,彩妆2025新款,293.74,北京,500+人付款,品质美妆店,回头客10万,,,,,,
\t303740558615,家居生活,家纺,家纺2025新款户外,2324.1,四川,2000+人付款,诚信家居店,正品保障,,,,,,
\t828616417272,数码家电,相机,相机高品质户外,2290.26,山东,200+人付款,鲁时尚数码店旗舰店,正品保障,,,,,,
\t511337394338,农资园艺,盆栽,盆栽2025新款,66.46,陕西,10万+人付款,品质农资店专卖店,回头客5万,,,,,,
\t538980400580,汽车用品,电子,电子高品质,580.92,四川,2万+人付款,诚信汽车店旗舰店,5年老店,先用后付,,,,,
\t288441191943,数码家电,手机,手机2025新款户外,5854.54,湖北,1000+人付款,优品数码店专卖店,,,,,,,
\t757548499645,钟表珠宝,手表,手表2025新款,3792.19,重庆,5000+人付款,诚信钟表店旗舰店,正品保障,先用后付,,,,,
\t549392988450,美妆护肤,身体护理,身体护理高品质,268.51,福建,1000+人付款,时尚美妆店,,,,,,,
\t369870036178,母婴用品,玩具,玩具百搭2025新款,634.19,广东,1000+人付款,粤时尚母婴店,8年老店,,退货宝,通勤风,丝光棉,,秋季
\t145173191787,汽车用品,安全,安全官方正品,1015.45,安徽,5000+人付款,诚信汽车店旗舰店,回头客3千,,,,,,
\t221281456334,宠物用品,玩具,玩具修身正品,391.16,吉林,5000+人付款,优品宠物店,8年老店,,,时尚风,,,
\t119505366522,图书音像,社科,社科官方正品,50.87,贵州,100+人付款,黔时尚图书店,,,,,,,
\t900127128903,玩具乐器,益智玩具,益智玩具2025新款,376.59,香港,1000+人付款,诚信玩具店旗舰店,回头客1万,,,,,,
\t685997959656,医药健康,保健品,保健品高品质,1293.49,四川,200+人付款,诚信医药店,皇冠店铺,,,,,,
\t924693945507,食品生鲜,肉类,肉类高品质,376.26,四川,1000+人付款,川优品食品店,,,,,,,
\t492370646241,图书音像,少儿,少儿2025新款,221.73,天津,500+人付款,时尚图书店专卖店,回头客10万,,,,,,
\t361752426752,服饰鞋包,鞋靴,秋季鞋靴修身热销,699.03,湖南,2000+人付款,湘时尚服饰店,回头客1万,,,,丝光棉,,
\t684818158891,医药健康,医疗器械,医疗器械高品质,923.26,福建,200+人付款,诚信医药店旗舰店,,,退货宝,,,,
\t519306332163,礼品鲜花,鲜花,鲜花官方正品,1876.38,广西,2000+人付款,品质礼品店,回头客3千,,,,,,
\t654580610200,宠物用品,服饰,秋季服饰百搭2025新款,228.12,江苏,2000+人付款,苏品质宠物店,皇冠店铺,先用后付,,通勤风,,,
\t404078044303,美妆护肤,香水,香水2025新款,368.04,湖北,1000+人付款,诚信美妆店,回头客1万,,,,,,
\t328304360127,汽车用品,保养,保养高品质,189.34,重庆,200+人付款,品质汽车店专卖店,正品保障,,,,,,
\t868728711633,家居生活,厨具,厨具官方正品户外,223.32,辽宁,1万+人付款,时尚家居店旗舰店,正品保障,,,,,,
\t353637182553,母婴用品,纸尿裤,冬季纸尿裤宽松正品,770.69,湖北,1万+人付款,鄂品质母婴店,极速发货,,退货宝,时尚风,,,冬季
\t281083009851,钟表珠宝,耳环,耳环2025新款,436.11,天津,5000+人付款,时尚钟表店,,,,,,,
\t767092515056,钟表珠宝,项链,项链2025新款,3281.64,北京,2万+人付款,品质钟表店,回头客3千,,,,,,
\t594430295510,医药健康,医疗器械,医疗器械官方正品,187.62,山东,2000+人付款,优品医药店专卖店,回头客10万,,,,,,
\t992820465520,数码家电,电脑,电脑2025新款办公,353.96,辽宁,1000+人付款,诚信数码店,回头客3千,,,,,,
\t905285568650,医药健康,保健品,保健品2025新款,486.09,广东,5000+人付款,优品医药店旗舰店,回头客1万,,,,,,
\t206301136679,玩具乐器,手办,手办官方正品,2033.64,陕西,200+人付款,优品玩具店旗舰店,极速发货,,退货宝,,,,
\t968047947342,宠物用品,服饰,冬季服饰百搭热销,353.3,黑龙江,5000+人付款,品质宠物店旗舰店,回头客5万,,,时尚风,,,冬季
\t446536477107,玩具乐器,模型,模型高品质,1689.56,辽宁,1万+人付款,诚信玩具店旗舰店,极速发货,先用后付,,,,,
\t376213622786,食品生鲜,粮油,粮油高品质,485.86,贵州,500+人付款,优品食品店旗舰店,回头客10万,,,,,,
\t831487048079,农资园艺,肥料,肥料官方正品,717.67,上海,1000+人付款,时尚农资店专卖店,极速发货,,,,,,
\t325629680681,食品生鲜,水果,水果高品质,24.41,浙江,1万+人付款,品质食品店旗舰店,金牌卖家,,,,,,
\t341718846354,礼品鲜花,鲜花,鲜花2025新款,831.48,陕西,200+人付款,品质礼品店专卖店,正品保障,,,,,,
\t395428348950,钟表珠宝,耳环,耳环2025新款,3320.18,重庆,200+人付款,时尚钟表店,回头客5万,,,,,,
\t114308500588,宠物用品,玩具,玩具修身正品,283.92,四川,1万+人付款,川诚信宠物店专卖店,回头客5万,,,时尚风,,,春秋季
\t620988359729,礼品鲜花,礼品,礼品高品质,154.98,河南,500+人付款,豫诚信礼品店,回头客3千,,,,,,
\t212231571766,母婴用品,辅食,秋季辅食宽松热销,67.69,重庆,100+人付款,优品母婴店专卖店,金牌卖家,先用后付,,通勤风,,,秋季
\t901646192667,宠物用品,食品,食品修身2025新款,269.79,重庆,1000+人付款,品质宠物店旗舰店,5年老店,,退货宝,,,,春季
\t275000136305,服饰鞋包,童装,童装宽松热销,156.44,福建,1000+人付款,诚信服饰店,极速发货,,,,聚酯纤维,宽松型,夏季
\t910021739619,运动户外,户外装备,户外装备修身热销,1370.36,广西,1000+人付款,优品运动店专卖店,,,,通勤风,,宽松型,
\t590345675791,汽车用品,电子,电子2025新款,1176.04,青海,1万+人付款,时尚汽车店,正品保障,,,,,,
\t158377003125,农资园艺,种子,种子官方正品,574.22,陕西,500+人付款,品质农资店,5年老店,,,,,,
\t427796197109,美妆护肤,彩妆,彩妆高品质,831.25,四川,100+人付款,时尚美妆店,回头客3千,,,,,,
\t704067150410,运动户外,户外装备,秋季户外装备宽松热销,1438.78,湖南,1万+人付款,湘品质运动店,正品保障,,,休闲风,,修身型,春季
\t405472680941,运动户外,运动鞋,冬季运动鞋修身2025新款,901.09,广东,200+人付款,诚信运动店,极速发货,,,,,,秋季
\t978529475264,玩具乐器,模型,模型2025新款,635.75,山东,100+人付款,鲁诚信玩具店旗舰店,回头客5万,,,,,,
\t924715152627,家居生活,装饰,装饰高品质户外,622.83,台湾,1万+人付款,时尚家居店专卖店,,,退货宝,,,,
\t133597346131,运动户外,运动鞋,运动鞋百搭2025新款,176.73,天津,500+人付款,时尚运动店旗舰店,回头客1万,,,时尚风,,标准型,春季
\t832125145106,图书音像,少儿,少儿2025新款,266.43,贵州,100+人付款,黔时尚图书店,皇冠店铺,,,,,,
\t550554601256,汽车用品,装饰,装饰高品质,925.14,广东,2000+人付款,粤诚信汽车店,回头客10万,,,,,,
\t121562633920,宠物用品,护理,秋季护理宽松热销,334.72,内蒙古,5000+人付款,时尚宠物店专卖店,正品保障,先用后付,,休闲风,,,
\t694607464451,图书音像,教材,教材高品质,112.09,福建,5万+人付款,诚信图书店旗舰店,正品保障,,,,,,
\t104691559535,医药健康,保健品,保健品2025新款,698,天津,50万+人付款,品质医药店,5年老店,,,,,,
\t951575751339,图书音像,经管,经管官方正品,268.84,陕西,200+人付款,陕诚信图书店旗舰店,回头客5万,,,,,,
\t336882997350,礼品鲜花,永生花,永生花官方正品,1187.31,广东,200+人付款,粤时尚礼品店,皇冠店铺,,,,,,
\t911636133726,数码家电,电脑,电脑官方正品办公,3192.23,江苏,100+人付款,时尚数码店,5年老店,,,,,,
\t395131672398,玩具乐器,乐器,乐器高品质,1527.43,陕西,2000+人付款,品质玩具店,回头客5万,,,,,,
\t855143372319,服饰鞋包,箱包,秋季箱包百搭热销,853.35,广东,200+人付款,品质服饰店,极速发货,,,通勤风,纯棉,标准型,
\t671302974193,汽车用品,装饰,装饰2025新款,38.43,福建,1000+人付款,闽优品汽车店旗舰店,8年老店,,,,,,
\t696853669065,礼品鲜花,定制礼品,定制礼品2025新款,1824.19,天津,5000+人付款,时尚礼品店专卖店,回头客5万,,,,,,
\t243857394741,宠物用品,服饰,秋季服饰宽松2025新款,136.15,吉林,500+人付款,吉品质宠物店专卖店,金牌卖家,,,通勤风,,,冬季
\t742248909782,农资园艺,农具,农具官方正品,122.39,四川,1万+人付款,川诚信农资店专卖店,回头客1万,,,,,,
\t546854637760,母婴用品,辅食,春季辅食百搭正品,1155.84,台湾,1000+人付款,时尚母婴店,回头客3千,,,,莫代尔,,
\t782513028583,玩具乐器,手办,手办高品质,1301.49,上海,5000+人付款,沪时尚玩具店专卖店,,,,,,,
\t565448997989,礼品鲜花,永生花,永生花官方正品,1851.98,陕西,500+人付款,品质礼品店旗舰店,皇冠店铺,,,,,,
\t853010144591,钟表珠宝,项链,项链高品质,2572.15,天津,5万+人付款,时尚钟表店,,,,,,,
\t306798580908,钟表珠宝,戒指,戒指高品质,3270.22,江苏,2000+人付款,诚信钟表店,金牌卖家,,,,,,
\t143577089852,数码家电,电脑,电脑官方正品户外,3531.53,内蒙古,500+人付款,优品数码店旗舰店,极速发货,,,,,,
\t193247244064,汽车用品,装饰,装饰2025新款,203.56,黑龙江,1000+人付款,诚信汽车店,5年老店,先用后付,,,,,
\t184578111773,图书音像,小说,小说高品质,125.99,江苏,1000+人付款,诚信图书店旗舰店,回头客10万,,,,,,
\t241809785232,钟表珠宝,手链,手链2025新款,1055.12,湖北,200+人付款,品质钟表店旗舰店,皇冠店铺,,,,,,
\t611805428577,家居生活,家纺,家纺官方正品办公,2813.79,安徽,1000+人付款,品质家居店,金牌卖家,先用后付,,,,,
\t664220999542,食品生鲜,肉类,肉类官方正品,438.99,黑龙江,5万+人付款,品质食品店专卖店,,,,,,,
\t301924648195,钟表珠宝,戒指,戒指官方正品,3116.02,上海,500+人付款,品质钟表店,,,,,,,
\t744351254461,医药健康,保健品,保健品官方正品,981.85,福建,500+人付款,闽时尚医药店专卖店,回头客3千,,,,,,
\t819181961563,食品生鲜,肉类,肉类高品质,221.02,陕西,1000+人付款,诚信食品店旗舰店,金牌卖家,,,,,,
\t216956201075,农资园艺,种子,种子2025新款,688.16,上海,20万+人付款,沪优品农资店旗舰店,极速发货,,,,,,
\t813844760619,食品生鲜,零食,零食2025新款,442,江苏,2000+人付款,苏优品食品店专卖店,极速发货,,,,,,
\t934599145290,农资园艺,农具,农具官方正品,380.19,上海,1000+人付款,时尚农资店旗舰店,回头客10万,,,,,,
\t854006578258,数码家电,家电,家电高品质户外,2249.25,黑龙江,5万+人付款,品质数码店,极速发货,,,,,,
\t456026379523,图书音像,社科,社科官方正品,59.86,重庆,1万+人付款,品质图书店专卖店,回头客1万,,,,,,
\t149264311781,宠物用品,服饰,秋季服饰修身正品,51.8,河北,1万+人付款,品质宠物店,极速发货,,,,,,春秋季
\t898274976324,宠物用品,用品,用品宽松正品,355.05,四川,500+人付款,品质宠物店旗舰店,回头客1万,,,通勤风,,,
\t960925705461,运动户外,户外装备,秋季户外装备修身2025新款,982.24,浙江,200+人付款,品质运动店,金牌卖家,,,时尚风,,宽松型,秋季
\t636297196401,医药健康,药品,药品2025新款,554.16,江苏,1000+人付款,品质医药店旗舰店,极速发货,,,,,,
\t948293332242,服饰鞋包,男装,冬季男装百搭2025新款,516,广东,2万+人付款,粤时尚服饰店,,,,休闲风,,宽松型,春秋季
\t523144101997,美妆护肤,彩妆,彩妆官方正品,122.71,台湾,5000+人付款,台优品美妆店,正品保障,先用后付,,,,,
\t733631216578,美妆护肤,身体护理,身体护理2025新款,134.48,上海,5万+人付款,品质美妆店,极速发货,,,,,,
\t703883374683,图书音像,教材,教材2025新款,91.24,山东,1万+人付款,时尚图书店专卖店,8年老店,,,,,,
\t498914233153,母婴用品,童装,夏季童装宽松热销,327.59,广东,1万+人付款,诚信母婴店旗舰店,,,,,纯棉,,春季
\t347112712945,宠物用品,护理,冬季护理修身2025新款,345.2,内蒙古,100+人付款,蒙品质宠物店专卖店,5年老店,,,时尚风,,,夏季
\t737950583876,农资园艺,肥料,肥料高品质,707.09,上海,500+人付款,时尚农资店专卖店,回头客5万,,,,,,
\t626856664911,美妆护肤,面部护理,面部护理2025新款,318.51,天津,1万+人付款,时尚美妆店,回头客10万,,,,,,
