商品id,一级品类,二级品类,商品标题,商品价格,省份,商品销量,店铺名称,店铺标签,先用后付,退货宝,风格,面料,版型,适用季节,销量下限
181962358162,数码家电,电脑,电脑官方正品办公,321.05,上海,5000+人付款,优品数码店专卖店,5年老店,先用后付,退货宝,,,,,5000
375267140900,汽车用品,电子,电子2025新款,1161.39,海南,2000+人付款,琼优品汽车店,正品保障,未提供,未提供,,,,,2000
722600592459,美妆护肤,香水,香水高品质,816.41,浙江,200+人付款,诚信美妆店,,未提供,退货宝,,,,,200
104698649864,图书音像,社科,社科高品质,60.02,广东,500+人付款,品质图书店专卖店,回头客5万,未提供,未提供,,,,,500
456707801850,医药健康,计生用品,计生用品官方正品,1544.69,广东,100+人付款,时尚医药店,,未提供,未提供,,,,,100
469446087384,钟表珠宝,戒指,戒指2025新款,1050.32,河北,100+人付款,时尚钟表店,,先用后付,未提供,,,,,100
764192330209,食品生鲜,海鲜,海鲜2025新款,264.39,重庆,1万+人付款,品质食品店,回头客3千,未提供,未提供,,,,,10000
491058518456,服饰鞋包,鞋靴,夏季鞋靴宽松热销,969.66,山东,1万+人付款,品质服饰店旗舰店,金牌卖家,先用后付,未提供,时尚风,聚酯纤维,修身型,春季,10000
174541807699,运动户外,运动鞋,运动鞋宽松正品,191.94,河北,2000+人付款,诚信运动店,正品保障,未提供,未提供,通勤风,,修身型,夏季,2000
907877126762,钟表珠宝,手链,手链2025新款,1811.08,北京,500+人付款,诚信钟表店专卖店,,未提供,未提供,,,,,500
857718250663,玩具乐器,乐器,乐器官方正品,1696.47,江西,1万+人付款,时尚玩具店,回头客1万,先用后付,未提供,,,,,10000
321273790866,医药健康,保健品,保健品2025新款,685.08,广东,5000+人付款,时尚医药店旗舰店,回头客1万,未提供,未提供,,,,,5000
604090775419,美妆护肤,香水,香水官方正品,757.41,广东,5万+人付款,诚信美妆店,回头客3千,未提供,未提供,,,,,50000
586633891392,钟表珠宝,手链,手链高品质,1322.89,福建,2000+人付款,时尚钟表店,极速发货,未提供,未提供,,,,,2000
867027748077,母婴用品,玩具,夏季玩具修身2025新款,1060.93,湖北,2万+人付款,诚信母婴店,皇冠店铺,未提供,退货宝,休闲风,,,,20000
154343764399,母婴用品,辅食,夏季辅食宽松正品,1032.18,四川,100+人付款,品质母婴店,极速发货,未提供,未提供,休闲风,聚酯纤维,,春秋季,100
792614082773,图书音像,小说,小说官方正品,54.8,辽宁,100+人付款,辽品质图书店专卖店,回头客10万,未提供,未提供,,,,,100
803507020196,图书音像,经管,经管官方正品,74.0,吉林,2000+人付款,诚信图书店,回头客3千,未提供,未提供,,,,,2000
184384521534,运动户外,运动服,秋季运动服百搭2025新款,786.64,广东,2000+人付款,优品运动店,5年老店,未提供,未提供,通勤风,,,夏季,2000
695753998925,宠物用品,食品,秋季食品修身热销,255.13,江苏,5万+人付款,时尚宠物店,8年老店,未提供,未提供,通勤风,,,冬季,50000
807638878946,医药健康,医疗器械,医疗器械官方正品,1354.26,广东,500+人付款,品质医药店旗舰店,,未提供,未提供,,,,,500
854129038982,图书音像,少儿,少儿高品质,124.61,上海,2万+人付款,沪诚信图书店专卖店,回头客10万,先用后付,退货宝,,,,,20000
690851442321,母婴用品,玩具,冬季玩具修身正品,586.86,湖北,100万+人付款,鄂诚信母婴店,8年老店,未提供,未提供,时尚风,纯棉,,,1000000
145217846336,母婴用品,玩具,玩具修身2025新款,500.85,江苏,2000+人付款,时尚母婴店专卖店,金牌卖家,未提供,未提供,,,,春季,2000
838396566362,数码家电,电脑,电脑2025新款办公,2497.68,四川,1000+人付款,川时尚数码店,,未提供,退货宝,,,,,1000
267032093862,家居生活,装饰,装饰2025新款办公,531.48,浙江,500+人付款,浙品质家居店专卖店,回头客1万,未提供,未提供,,,,,500
813870845602,图书音像,经管,经管2025新款,75.16,广西,500+人付款,品质图书店,5年老店,未提供,退货宝,,,,,500
741886091887,数码家电,电脑,电脑官方正品办公,3482.78,云南,500+人付款,优品数码店专卖店,回头客5万,未提供,未提供,,,,,500
245077960625,母婴用品,玩具,春季玩具百搭正品,410.76,江苏,1000+人付款,苏时尚母婴店旗舰店,极速发货,未提供,未提供,,聚酯纤维,,夏季,1000
931134644378,玩具乐器,益智玩具,益智玩具高品质,1803.13,天津,5000+人付款,时尚玩具店旗舰店,极速发货,未提供,未提供,,,,,5000
900413494455,运动户外,运动鞋,秋季运动鞋宽松2025新款,409.26,浙江,1000+人付款,优品运动店专卖店,极速发货,未提供,未提供,休闲风,,宽松型,冬季,1000
843096222805,医药健康,药品,药品官方正品,914.74,重庆,200+人付款,优品医药店旗舰店,回头客3千,未提供,未提供,,,,,200
354847468270,汽车用品,装饰,装饰2025新款,624.74,陕西,10万+人付款,时尚汽车店旗舰店,回头客10万,未提供,未提供,,,,,100000
804653871839,农资园艺,农具,农具高品质,90.47,安徽,100+人付款,时尚农资店,5年老店,未提供,未提供,,,,,100
889741955493,玩具乐器,乐器,乐器官方正品,1073.12,江苏,2万+人付款,苏优品玩具店旗舰店,回头客10万,未提供,退货宝,,,,,20000
625119417314,汽车用品,装饰,装饰官方正品,528.22,浙江,5000+人付款,浙品质汽车店,回头客5万,未提供,未提供,,,,,5000
796677910557,医药健康,计生用品,计生用品2025新款,47.14,湖南,500+人付款,品质医药店专卖店,,未提供,未提供,,,,,500
623779192876,钟表珠宝,项链,项链官方正品,1832.53,四川,10万+人付款,川品质钟表店专卖店,,未提供,未提供,,,,,100000
583689100060,图书音像,教材,教材高品质,126.26,云南,1000+人付款,品质图书店旗舰店,5年老店,先用后付,退货宝,,,,,1000
817038805199,图书音像,少儿,少儿2025新款,286.02,北京,5000+人付款,诚信图书店,正品保障,未提供,未提供,,,,,5000
244361276236,汽车用品,安全,安全高品质,691.53,上海,5000+人付款,沪品质汽车店,回头客1万,未提供,未提供,,,,,5000
818983342977,运动户外,运动鞋,秋季运动鞋修身热销,784.65,河南,200+人付款,豫优品运动店专卖店,回头客3千,未提供,未提供,休闲风,,修身型,冬季,200
747892087720,食品生鲜,海鲜,海鲜高品质,294.57,广东,100+人付款,优品食品店旗舰店,回头客5万,未提供,未提供,,,,,100
957096700857,母婴用品,玩具,玩具修身正品,974.36,上海,1万+人付款,诚信母婴店,,先用后付,未提供,通勤风,丝光棉,,,10000
657816530632,农资园艺,花卉,花卉2025新款,333.0,重庆,2万+人付款,优品农资店,正品保障,未提供,未提供,,,,,20000
212334889248,农资园艺,种子,种子2025新款,745.41,浙江,2万+人付款,品质农资店,极速发货,先用后付,未提供,,,,,20000
450965242388,图书音像,经管,经管官方正品,80.02,广东,1万+人付款,时尚图书店,回头客1万,未提供,退货宝,,,,,10000
820872002325,汽车用品,清洁,清洁高品质,1226.32,浙江,500+人付款,品质汽车店旗舰店,8年老店,未提供,未提供,,,,,500
817627873646,宠物用品,服饰,服饰百搭热销,63.28,山西,1000+人付款,优品宠物店专卖店,回头客5万,先用后付,未提供,,,,夏季,1000
171661856479,医药健康,保健品,保健品2025新款,330.97,浙江,2000+人付款,品质医药店,正品保障,未提供,未提供,,,,,2000
148557955965,钟表珠宝,项链,项链高品质,2747.11,广东,100+人付款,粤诚信钟表店,正品保障,未提供,未提供,,,,,100
674913115756,汽车用品,电子,电子高品质,160.86,江西,2万+人付款,优品汽车店,皇冠店铺,未提供,退货宝,,,,,20000
379782116685,家居生活,家纺,家纺2025新款办公,2460.1,吉林,200+人付款,品质家居店旗舰店,,未提供,未提供,,,,,200
687844871254,家居生活,家具,家具官方正品家用,2763.46,黑龙江,5000+人付款,时尚家居店,金牌卖家,未提供,未提供,,,,,5000
270011448119,礼品鲜花,永生花,永生花官方正品,1143.02,吉林,1000+人付款,时尚礼品店旗舰店,皇冠店铺,先用后付,未提供,,,,,1000
338114226869,玩具乐器,模型,模型高品质,1338.49,福建,100+人付款,品质玩具店,金牌卖家,未提供,未提供,,,,,100
609002567532,宠物用品,服饰,春季服饰修身热销,297.42,河南,5万+人付款,优品宠物店,皇冠店铺,未提供,退货宝,,,,春秋季,50000
476074606200,汽车用品,清洁,清洁2025新款,1058.13,江苏,500+人付款,诚信汽车店专卖店,回头客10万,未提供,未提供,,,,,500
359582778120,宠物用品,食品,冬季食品修身2025新款,303.7,河北,5000+人付款,品质宠物店,正品保障,先用后付,未提供,休闲风,,,春季,5000
828323462209,母婴用品,玩具,玩具百搭正品,502.88,河南,100+人付款,品质母婴店专卖店,金牌卖家,未提供,未提供,,丝光棉,,春秋季,100
609803509552,钟表珠宝,手链,手链2025新款,3668.04,安徽,1000+人付款,优品钟表店,回头客5万,先用后付,未提供,,,,,1000
886928378991,玩具乐器,手办,手办官方正品,955.11,安徽,1000+人付款,皖优品玩具店,皇冠店铺,未提供,未提供,,,,,1000
382699887972,食品生鲜,零食,零食官方正品,407.65,四川,1000+人付款,诚信食品店,正品保障,未提供,未提供,,,,,1000
133165004763,美妆护肤,香水,香水官方正品,264.54,河北,500+人付款,冀优品美妆店,回头客3千,未提供,退货宝,,,,,500
393835671596,家居生活,装饰,装饰2025新款办公,778.61,河南,1000+人付款,时尚家居店专卖店,回头客5万,未提供,退货宝,,,,,1000
830207403988,家居生活,装饰,装饰高品质家用,2611.91,北京,5000+人付款,诚信家居店,,先用后付,未提供,,,,,5000
236116385650,汽车用品,保养,保养2025新款,871.52,上海,1000+人付款,优品汽车店,皇冠店铺,先用后付,未提供,,,,,1000
307204569708,美妆护肤,美发,美发官方正品,335.95,贵州,500+人付款,时尚美妆店,回头客10万,未提供,退货宝,,,,,500
729541191746,图书音像,少儿,少儿官方正品,112.57,西藏,5000+人付款,藏品质图书店,回头客10万,先用后付,退货宝,,,,,5000
268994663742,美妆护肤,美发,美发2025新款,30.44,陕西,5000+人付款,品质美妆店专卖店,皇冠店铺,未提供,未提供,,,,,5000
738469549751,图书音像,教材,教材2025新款,121.99,贵州,100+人付款,时尚图书店,回头客10万,未提供,未提供,,,,,100
812400350730,运动户外,健身器材,健身器材宽松2025新款,1505.66,江西,2万+人付款,时尚运动店,,未提供,未提供,休闲风,,修身型,夏季,20000
909602837134,图书音像,教材,教材官方正品,267.64,四川,500+人付款,时尚图书店专卖店,回头客10万,未提供,未提供,,,,,500
874297720603,美妆护肤,香水,香水2025新款,383.47,广东,1万+人付款,优品美妆店专卖店,回头客1万,未提供,未提供,,,,,10000
352364123619,玩具乐器,益智玩具,益智玩具2025新款,1311.1,辽宁,5000+人付款,品质玩具店旗舰店,回头客1万,先用后付,未提供,,,,,5000
457129224703,美妆护肤,面部护理,面部护理高品质,475.89,广东,500+人付款,优品美妆店专卖店,,先用后付,未提供,,,,,500
537875443953,玩具乐器,儿童玩具,儿童玩具官方正品,1141.72,安徽,1万+人付款,优品玩具店,皇冠店铺,未提供,未提供,,,,,10000
564137352227,运动户外,户外装备,秋季户外装备百搭热销,598.66,浙江,2万+人付款,浙品质运动店,,未提供,未提供,休闲风,,,春秋季,20000
196388412748,家居生活,收纳,收纳高品质户外,1198.93,广东,100+人付款,品质家居店,回头客5万,未提供,未提供,,,,,100
233206305123,家居生活,收纳,收纳官方正品办公,2273.76,江苏,200+人付款,诚信家居店旗舰店,金牌卖家,未提供,未提供,,,,,200
684718768408,家居生活,家纺,家纺2025新款户外,462.44,河北,1000+人付款,优品家居店,回头客10万,未提供,未提供,,,,,1000
190177704953,汽车用品,清洁,清洁高品质,661.65,江苏,1000+人付款,优品汽车店,极速发货,未提供,退货宝,,,,,1000
894855351071,礼品鲜花,永生花,永生花高品质,586.54,吉林,200+人付款,诚信礼品店专卖店,金牌卖家,未提供,未提供,,,,,200
436783596912,家居生活,装饰,装饰2025新款家用,2079.63,贵州,1000+人付款,品质家居店专卖店,正品保障,未提供,未提供,,,,,1000
336829340159,农资园艺,花卉,花卉高品质,387.98,云南,1000+人付款,诚信农资店旗舰店,5年老店,先用后付,未提供,,,,,1000
644917506397,汽车用品,装饰,装饰高品质,626.58,吉林,5000+人付款,优品汽车店专卖店,金牌卖家,先用后付,未提供,,,,,5000
153318402013,家居生活,厨具,厨具官方正品户外,2385.02,海南,1000+人付款,品质家居店旗舰店,回头客1万,未提供,未提供,,,,,1000
781427761988,运动户外,运动服,春季运动服修身热销,997.15,香港,1000+人付款,优品运动店,8年老店,未提供,未提供,通勤风,,,春季,1000
438817644546,玩具乐器,模型,模型官方正品,1937.21,重庆,5000+人付款,诚信玩具店旗舰店,,未提供,未提供,,,,,5000
440024410693,宠物用品,用品,用品百搭热销,189.65,重庆,1万+人付款,渝诚信宠物店专卖店,回头客5万,未提供,未提供,休闲风,,,,10000
507317611583,美妆护肤,身体护理,身体护理高品质,307.56,河南,1000+人付款,诚信美妆店,,未提供,未提供,,,,,1000
925113565282,家居生活,装饰,装饰高品质办公,535.05,湖南,5万+人付款,湘时尚家居店,金牌卖家,未提供,未提供,,,,,50000
669577051452,礼品鲜花,礼品,礼品2025新款,969.27,广西,5000+人付款,时尚礼品店专卖店,金牌卖家,未提供,未提供,,,,,5000
137853970626,礼品鲜花,定制礼品,定制礼品2025新款,80.19,广东,1000+人付款,优品礼品店旗舰店,金牌卖家,未提供,未提供,,,,,1000
703318578039,母婴用品,童装,夏季童装修身2025新款,506.48,上海,500+人付款,诚信母婴店专卖店,极速发货,未提供,未提供,休闲风,聚酯纤维,,春季,500
128121422675,美妆护肤,美发,美发高品质,606.93,广西,5000+人付款,时尚美妆店专卖店,极速发货,未提供,未提供,,,,,5000
682830027389,图书音像,小说,小说2025新款,154.46,重庆,2000+人付款,品质图书店旗舰店,8年老店,未提供,未提供,,,,,2000
431090002252,服饰鞋包,配饰,夏季配饰宽松热销,598.92,广东,200+人付款,诚信服饰店旗舰店,皇冠店铺,未提供,未提供,休闲风,羊毛,修身型,春季,200
734571846586,医药健康,计生用品,计生用品高品质,1198.85,山西,200+人付款,诚信医药店旗舰店,极速发货,未提供,未提供,,,,,200
997378835123,玩具乐器,儿童玩具,儿童玩具高品质,1883.57,天津,2000+人付款,津品质玩具店专卖店,回头客5万,未提供,未提供,,,,,2000
100343366818,服饰鞋包,女装,秋季女装修身2025新款,428.08,黑龙江,500+人付款,黑时尚服饰店专卖店,回头客5万,未提供,未提供,时尚风,羊毛,,,500
168712273192,数码家电,耳机,耳机官方正品户外,235.82,江苏,500+人付款,诚信数码店,回头客10万,未提供,退货宝,,,,,500
301126759318,农资园艺,肥料,肥料2025新款,106.02,云南,100+人付款,时尚农资店,,未提供,未提供,,,,,100
226828589440,农资园艺,盆栽,盆栽高品质,891.14,辽宁,1万+人付款,优品农资店旗舰店,正品保障,未提供,未提供,,,,,10000
306058247462,运动户外,户外装备,夏季户外装备宽松2025新款,710.59,北京,1万+人付款,品质运动店旗舰店,正品保障,未提供,未提供,通勤风,,,春季,10000
579514714640,图书音像,经管,经管官方正品,270.64,陕西,500+人付款,陕诚信图书店,皇冠店铺,未提供,未提供,,,,,500
450495036722,钟表珠宝,耳环,耳环2025新款,1906.81,上海,2000+人付款,诚信钟表店,金牌卖家,未提供,未提供,,,,,2000
360760126111,钟表珠宝,戒指,戒指官方正品,965.49,宁夏,1000+人付款,宁时尚钟表店,极速发货,未提供,退货宝,,,,,1000
408097491873,医药健康,保健品,保健品官方正品,141.71,上海,5000+人付款,时尚医药店旗舰店,,未提供,未提供,,,,,5000
863866273367,家居生活,收纳,收纳官方正品家用,1419.4,上海,10万+人付款,品质家居店,,先用后付,未提供,,,,,100000
836224701033,运动户外,健身器材,冬季健身器材宽松2025新款,449.71,北京,1000+人付款,京时尚运动店专卖店,回头客3千,未提供,退货宝,,,宽松型,,1000
111270424975,宠物用品,用品,用品修身热销,143.89,天津,200+人付款,津诚信宠物店旗舰店,回头客5万,未提供,未提供,通勤风,,,春季,200
640635510513,食品生鲜,零食,零食官方正品,273.94,浙江,500+人付款,优品食品店,极速发货,未提供,未提供,,,,,500
793516621881,钟表珠宝,戒指,戒指官方正品,3551.67,江西,5000+人付款,赣优品钟表店,皇冠店铺,未提供,未提供,,,,,5000
223599016808,汽车用品,清洁,清洁高品质,1150.03,湖南,50万+人付款,品质汽车店,回头客10万,未提供,未提供,,,,,500000
393890718330,图书音像,社科,社科2025新款,62.88,天津,5000+人付款,时尚图书店专卖店,极速发货,未提供,未提供,,,,,5000
211844327169,玩具乐器,模型,模型2025新款,370.21,陕西,200+人付款,品质玩具店旗舰店,极速发货,未提供,未提供,,,,,200
174925367593,食品生鲜,海鲜,海鲜2025新款,435.33,上海,5000+人付款,品质食品店专卖店,,未提供,退货宝,,,,,5000
908726972825,宠物用品,护理,护理宽松正品,89.75,江苏,1000+人付款,时尚宠物店专卖店,回头客10万,未提供,未提供,时尚风,,,春秋季,1000
925288391167,礼品鲜花,定制礼品,定制礼品高品质,501.8,江苏,100万+人付款,诚信礼品店,回头客5万,未提供,未提供,,,,,1000000
191753821820,宠物用品,食品,夏季食品宽松热销,255.63,北京,50万+人付款,诚信宠物店专卖店,回头客1万,未提供,未提供,休闲风,,,,500000
807110501150,食品生鲜,零食,零食高品质,173.43,宁夏,5000+人付款,优品食品店,回头客5万,先用后付,未提供,,,,,5000
350662347629,家居生活,装饰,装饰高品质办公,2404.34,天津,1000+人付款,品质家居店,,先用后付,未提供,,,,,1000
787913377378,服饰鞋包,女装,女装修身2025新款,1090.25,新疆,1000+人付款,新品质服饰店,回头客10万,先用后付,未提供,,纯棉,,冬季,1000
941443959358,医药健康,药品,药品2025新款,1495.32,重庆,1000+人付款,诚信医药店旗舰店,极速发货,未提供,未提供,,,,,1000
410336947939,医药健康,计生用品,计生用品2025新款,222.89,河南,500+人付款,优品医药店专卖店,回头客3千,未提供,未提供,,,,,500
127061702387,运动户外,运动鞋,夏季运动鞋宽松正品,566.16,内蒙古,2万+人付款,蒙时尚运动店旗舰店,正品保障,未提供,未提供,通勤风,,宽松型,冬季,20000
787602782601,钟表珠宝,手链,手链2025新款,2890.94,黑龙江,1万+人付款,黑品质钟表店旗舰店,回头客5万,未提供,未提供,,,,,10000
638418211266,家居生活,装饰,装饰官方正品家用,2773.8,山东,1000+人付款,时尚家居店,8年老店,未提供,未提供,,,,,1000
432719893055,家居生活,家具,家具高品质办公,1140.99,江苏,5000+人付款,优品家居店旗舰店,回头客3千,未提供,未提供,,,,,5000
299917197289,医药健康,计生用品,计生用品官方正品,1003.83,澳门,2万+人付款,品质医药店,回头客1万,未提供,未提供,,,,,20000
338261409831,汽车用品,保养,保养2025新款,740.68,四川,1000+人付款,川优品汽车店,皇冠店铺,未提供,未提供,,,,,1000
160778205318,礼品鲜花,鲜花,鲜花2025新款,845.32,湖北,5000+人付款,诚信礼品店,回头客1万,先用后付,退货宝,,,,,5000
653963400929,汽车用品,保养,保养高品质,226.47,上海,1万+人付款,沪优品汽车店,皇冠店铺,未提供,退货宝,,,,,10000
969495376852,服饰鞋包,箱包,箱包宽松热销,145.6,四川,5000+人付款,川品质服饰店,回头客3千,未提供,未提供,休闲风,纯棉,修身型,秋季,5000
216235967063,服饰鞋包,女装,秋季女装百搭热销,23.56,河南,100+人付款,时尚服饰店专卖店,8年老店,未提供,未提供,休闲风,羊毛,标准型,夏季,100
340521430898,玩具乐器,乐器,乐器官方正品,1865.24,云南,1000+人付款,品质玩具店专卖店,皇冠店铺,未提供,未提供,,,,,1000
302086692860,服饰鞋包,童装,童装修身正品,353.27,福建,2000+人付款,诚信服饰店,回头客10万,未提供,退货宝,休闲风,羊毛,标准型,,2000
787908177621,汽车用品,装饰,装饰2025新款,1088.59,新疆,5万+人付款,品质汽车店,正品保障,未提供,未提供,,,,,50000
397321952245,礼品鲜花,永生花,永生花高品质,884.08,广东,2万+人付款,优品礼品店专卖店,8年老店,未提供,未提供,,,,,20000
997162087321,玩具乐器,益智玩具,益智玩具高品质,1162.61,湖南,5000+人付款,湘品质玩具店旗舰店,回头客10万,未提供,未提供,,,,,5000
375195641571,运动户外,户外装备,冬季户外装备修身热销,760.91,广西,200+人付款,品质运动店专卖店,回头客1万,未提供,未提供,通勤风,,修身型,春季,200
513986194782,家居生活,家纺,家纺高品质户外,1228.86,江苏,1000+人付款,苏诚信家居店,,未提供,未提供,,,,,1000
876096742493,钟表珠宝,手链,手链2025新款,467.32,福建,1万+人付款,闽优品钟表店,,未提供,未提供,,,,,10000
471103269216,图书音像,小说,小说2025新款,119.49,河南,500+人付款,时尚图书店专卖店,,未提供,未提供,,,,,500
329611899776,农资园艺,农具,农具高品质,146.73,广西,100+人付款,诚信农资店专卖店,,未提供,退货宝,,,,,100
641859729566,运动户外,健身器材,健身器材百搭正品,990.33,江苏,2000+人付款,诚信运动店,,未提供,未提供,通勤风,,宽松型,,2000
943099137187,玩具乐器,手办,手办官方正品,429.24,新疆,1000+人付款,诚信玩具店,8年老店,未提供,未提供,,,,,1000
687231098326,医药健康,计生用品,计生用品官方正品,265.55,广东,5000+人付款,时尚医药店专卖店,5年老店,先用后付,未提供,,,,,5000
124475564338,玩具乐器,乐器,乐器2025新款,1047.45,安徽,500+人付款,时尚玩具店,8年老店,未提供,未提供,,,,,500
944605786327,玩具乐器,儿童玩具,儿童玩具官方正品,926.29,宁夏,5万+人付款,优品玩具店,8年老店,先用后付,未提供,,,,,50000
811399856169,家居生活,收纳,收纳2025新款家用,256.04,浙江,5000+人付款,诚信家居店旗舰店,回头客10万,未提供,未提供,,,,,5000
147667231681,农资园艺,花卉,花卉高品质,842.39,辽宁,1万+人付款,品质农资店旗舰店,回头客3千,未提供,未提供,,,,,10000
996655129935,母婴用品,奶粉,秋季奶粉修身2025新款,475.22,吉林,500+人付款,吉优品母婴店专卖店,5年老店,未提供,未提供,通勤风,丝光棉,,秋季,500
733918664630,医药健康,药品,药品2025新款,753.07,辽宁,2000+人付款,辽诚信医药店专卖店,皇冠店铺,未提供,退货宝,,,,,2000
462840705898,服饰鞋包,男装,男装修身正品,520.19,福建,2万+人付款,诚信服饰店,5年老店,未提供,退货宝,,莫代尔,宽松型,春秋季,20000
726114882898,食品生鲜,粮油,粮油官方正品,243.55,山东,500+人付款,时尚食品店专卖店,回头客5万,先用后付,未提供,,,,,500
382266365922,数码家电,手机,手机高品质家用,3747.32,辽宁,1000+人付款,辽时尚数码店,皇冠店铺,先用后付,未提供,,,,,1000
999129436186,数码家电,耳机,耳机2025新款户外,335.3,天津,200+人付款,诚信数码店,回头客10万,未提供,未提供,,,,,200
820862526273,家居生活,收纳,收纳高品质户外,1638.31,河北,1000+人付款,品质家居店,5年老店,未提供,退货宝,,,,,1000
560642453089,礼品鲜花,礼盒,礼盒官方正品,480.24,河南,100+人付款,品质礼品店旗舰店,,未提供,退货宝,,,,,100
528274613938,医药健康,药品,药品高品质,973.22,广东,2万+人付款,诚信医药店旗舰店,金牌卖家,未提供,未提供,,,,,20000
507746186906,农资园艺,农具,农具官方正品,622.71,黑龙江,100+人付款,时尚农资店,5年老店,未提供,未提供,,,,,100
198841737051,母婴用品,辅食,春季辅食修身2025新款,620.4,浙江,1000+人付款,浙优品母婴店,,未提供,未提供,,丝光棉,,,1000
379515838595,食品生鲜,粮油,粮油2025新款,443.9,山西,2000+人付款,品质食品店,极速发货,未提供,未提供,,,,,2000
100696387907,运动户外,运动鞋,冬季运动鞋百搭正品,918.11,广东,20万+人付款,粤品质运动店,,未提供,未提供,通勤风,,,,200000
893775492637,家居生活,家具,家具2025新款办公,916.12,山东,1000+人付款,时尚家居店,皇冠店铺,未提供,退货宝,,,,,1000
980361084766,食品生鲜,海鲜,海鲜2025新款,128.96,四川,2000+人付款,诚信食品店,正品保障,未提供,未提供,,,,,2000
656741131114,农资园艺,花卉,花卉2025新款,326.38,福建,5万+人付款,品质农资店,回头客3千,先用后付,退货宝,,,,,50000
228403995098,运动户外,健身器材,健身器材修身2025新款,821.73,云南,2000+人付款,优品运动店,金牌卖家,先用后付,未提供,通勤风,,,春秋季,2000
425164138288,汽车用品,装饰,装饰官方正品,946.62,上海,5000+人付款,优品汽车店,8年老店,先用后付,退货宝,,,,,5000
606565599877,医药健康,保健品,保健品官方正品,1476.23,上海,2000+人付款,优品医药店旗舰店,8年老店,未提供,未提供,,,,,2000
173529147851,服饰鞋包,鞋靴,秋季鞋靴修身正品,207.18,贵州,200+人付款,品质服饰店,正品保障,未提供,退货宝,通勤风,羊毛,,秋季,200
145337799492,礼品鲜花,礼品,礼品高品质,1336.45,浙江,1000+人付款,品质礼品店,极速发货,未提供,未提供,,,,,1000
759885485231,玩具乐器,手办,手办官方正品,1023.85,宁夏,100万+人付款,时尚玩具店专卖店,,未提供,未提供,,,,,1000000
458463195372,家居生活,家纺,家纺高品质户外,2198.82,广西,2万+人付款,桂时尚家居店,5年老店,先用后付,未提供,,,,,20000
782179717217,服饰鞋包,配饰,配饰修身2025新款,323.98,浙江,1000+人付款,浙诚信服饰店旗舰店,回头客3千,未提供,未提供,,纯棉,,秋季,1000
948832368455,医药健康,药品,药品高品质,758.97,安徽,100+人付款,优品医药店,5年老店,未提供,未提供,,,,,100
958336708391,运动户外,运动服,秋季运动服修身2025新款,940.54,宁夏,500+人付款,宁品质运动店,回头客3千,未提供,未提供,时尚风,,,春季,500
897225696309,钟表珠宝,手表,手表2025新款,2203.17,黑龙江,1000+人付款,品质钟表店旗舰店,8年老店,未提供,未提供,,,,,1000
884196482400,母婴用品,纸尿裤,秋季纸尿裤宽松2025新款,532.44,四川,2000+人付款,品质母婴店,正品保障,未提供,未提供,,羊毛,,冬季,2000
765068421806,钟表珠宝,项链,项链高品质,2645.68,河北,500+人付款,品质钟表店旗舰店,8年老店,未提供,未提供,,,,,500
699301499236,数码家电,电脑,电脑高品质办公,4090.87,四川,1000+人付款,川诚信数码店专卖店,正品保障,未提供,未提供,,,,,1000
749226201084,汽车用品,安全,安全官方正品,643.93,青海,200+人付款,时尚汽车店,正品保障,未提供,未提供,,,,,200
841918884501,食品生鲜,肉类,肉类高品质,299.45,贵州,500+人付款,品质食品店,,未提供,未提供,,,,,500
678065438317,食品生鲜,水果,水果官方正品,127.32,江苏,2万+人付款,苏品质食品店旗舰店,回头客10万,未提供,未提供,,,,,20000
748389225469,农资园艺,盆栽,盆栽官方正品,251.83,吉林,1000+人付款,时尚农资店,正品保障,先用后付,未提供,,,,,1000
928883292149,汽车用品,电子,电子2025新款,428.85,北京,1万+人付款,优品汽车店,回头客10万,未提供,未提供,,,,,10000
960827490663,数码家电,电脑,电脑2025新款办公,1621.54,福建,1000+人付款,时尚数码店,,未提供,未提供,,,,,1000
646684943259,服饰鞋包,女装,冬季女装宽松2025新款,1168.86,河南,1000+人付款,豫诚信服饰店,皇冠店铺,未提供,未提供,休闲风,丝光棉,,冬季,1000
970309457442,汽车用品,安全,安全高品质,326.95,新疆,5000+人付款,品质汽车店专卖店,,未提供,未提供,,,,,5000
330365078907,医药健康,医疗器械,医疗器械官方正品,422.93,河北,2000+人付款,冀品质医药店旗舰店,正品保障,未提供,未提供,,,,,2000
148048807808,食品生鲜,海鲜,海鲜高品质,203.92,四川,1万+人付款,川时尚食品店专卖店,正品保障,未提供,未提供,,,,,10000
520715277989,钟表珠宝,项链,项链高品质,66.77,重庆,1000+人付款,品质钟表店,5年老店,未提供,未提供,,,,,1000
618031991304,玩具乐器,手办,手办2025新款,2235.27,香港,500+人付款,优品玩具店专卖店,回头客10万,未提供,未提供,,,,,500
370810446236,玩具乐器,益智玩具,益智玩具官方正品,978.24,云南,2000+人付款,诚信玩具店专卖店,正品保障,未提供,未提供,,,,,2000
771395733109,图书音像,教材,教材2025新款,84.5,重庆,2000+人付款,时尚图书店专卖店,8年老店,先用后付,未提供,,,,,2000
114969885736,数码家电,电脑,电脑高品质户外,2080.89,河南,1000+人付款,豫品质数码店,,未提供,未提供,,,,,1000
714092772436,汽车用品,安全,安全2025新款,325.68,上海,5000+人付款,优品汽车店,极速发货,未提供,未提供,,,,,5000
